id,published_at,views,likes,dislikes,comments,length
vbqgYCSFGCg,2021-12-28T03:08:58Z,181228,2247,0,130,PT9M32S
43mtdC4j1Is,2021-02-01T05:05:14Z,644764,9465,0,361,PT6M41S
DJTnRshjeS0,2021-09-02T14:00:04Z,17300720,304262,0,8960,PT3M43S
qbZyfYPUGpA,2021-12-29T05:51:38Z,272005,3112,0,248,PT9M38S
yBoQhD_PZy8,2021-05-02T15:00:24Z,460558,8783,0,432,PT9M33S
A73VTkSGKjM,2021-01-03T21:48:25Z,221589,5346,0,1475,PT9M11S
ADoK9g4SxeU,2021-12-04T20:27:22Z,615703,70404,0,1232,PT55S
YPGomPg2qAA,2021-09-12T10:15:28Z,487642,3020,0,285,PT2M23S
cbX41WmJdWs,2021-08-20T13:30:05Z,2902629,72765,0,1414,PT1H34M4S
lHyROp3XiY0,2021-05-20T14:00:12Z,482139,5698,0,83,PT8M48S
xhaNkIhLSNA,2021-11-20T02:45:01Z,412956,8374,0,558,PT9M47S
hl89N9PVtYo,2021-07-13T13:37:48Z,6975615,303866,0,1673,PT54S
Xmm3Kr5P1Uw,2021-10-01T06:04:00Z,752846849,914843,0,0,P0D
KUItyH1A6s4,2021-08-09T19:30:01Z,1670870,36983,0,987,PT2M2S
X_EWYemclKA,2021-01-13T06:19:03Z,499501077,312725,0,0,P0D
Rt0HENuEsZ8,2021-06-01T11:00:10Z,186672,4907,0,437,PT8M1S
TCnaIE_SAtM,2021-09-22T02:25:48Z,83861016,55752,0,0,P0D
KiL7ycBgh2o,2021-01-01T15:15:54Z,553260,6929,0,164,PT8M41S
R-1JXejejMg,2021-07-24T14:00:11Z,1319705,9076,0,182,PT8M27S
lH9r8Sq059s,2021-05-23T12:57:58Z,332127,3723,0,398,PT3M32S
aTgXhtRtKz4,2021-05-24T10:00:02Z,23879489,130089,0,1459,PT5M13S
UTAIowkZus0,2021-02-05T16:00:11Z,546634,17576,0,1946,PT5M45S
ifAeoyG9Sw8,2021-03-15T15:15:04Z,624279,6171,0,238,PT10M35S
jNXVuSQEDu4,2021-11-25T14:40:34Z,952164,2855,0,0,PT4M36S
CKjSm5ZeehE,2021-04-17T23:01:44Z,71149257,44823,0,0,P0D
zU0fw6YD008,2021-11-26T16:00:25Z,19497260,338924,0,0,PT1M
51re8OsHC00,2021-07-11T10:16:20Z,2022825,10282,0,191,PT1M40S
WS-22w4NzJA,2021-10-02T16:30:27Z,2118848,12347,0,355,PT2M18S
VMZsFCQPRZY,2021-07-16T16:30:09Z,38603330,194144,0,2153,PT8M53S
oqqJ-5FuzUU,2021-11-27T10:00:13Z,681357,27177,0,870,PT7M27S
fwrE89kXsAw,2021-05-26T04:00:12Z,742438,7703,0,497,PT10M49S
QXAD9BDCyv4,2021-09-01T13:22:22Z,5514089,13791,0,335,PT1M52S
p1Fvrm-pSao,2021-07-26T23:00:12Z,3868144,43349,0,871,PT13M21S
4tyiEIHmODI,2021-10-07T08:00:01Z,546106,10,0,0,PT53S
PCdZ8yISbgk,2021-05-13T15:30:36Z,6334846,151379,0,7228,PT2M35S
efEiBG7DLB4,2021-11-28T14:19:18Z,5371334,137113,0,7470,PT10M7S
Ta1efA28gso,2021-09-11T10:00:12Z,574435,27364,0,1772,PT8M9S
B0tJShuGBqY,2021-09-18T10:45:01Z,201470,3568,0,82,PT11M5S
KtNGDa2gFes,2021-12-18T10:00:13Z,210556,10031,0,365,PT6M51S
ptm0t3rnYnk,2021-06-13T10:46:08Z,302305,3374,0,183,PT10M50S
dXIyMS61B68,2021-12-27T21:17:06Z,111472879,538446,0,0,PT11H54M57S
VOlRrlbfnwA,2021-09-03T17:00:13Z,1731325,15823,0,529,PT2M50S
Vy4hbbZcTiM,2021-03-08T10:08:49Z,1296766,1817,0,0,PT6M42S
eguHf6HGqZc,2021-02-24T16:27:13Z,414612,0,0,196,PT14M41S
-quY0zJrdiI,2021-08-08T14:45:14Z,2336999,76986,0,7898,PT13M18S
zrAYZ8KXjqE,2021-10-07T05:58:07Z,66845,2476,0,629,PT5M48S
QlsR2ShzrG8,2021-12-17T23:27:08Z,2188685,56623,0,1374,PT6M34S
L1HcfhsWMX8,2021-02-08T11:00:07Z,284400,5910,0,787,PT10M19S
IiJYXYNbKUs,2021-02-05T13:17:50Z,2689652,4043,0,0,PT8M11S
2GVk9PLiz-8,2021-09-25T13:41:22Z,204644,9047,0,488,PT8M5S
xH0OiUVjVys,2021-12-04T10:00:12Z,398116,17000,0,368,PT7M15S
5-G0h56gZZ8,2021-09-30T15:05:02Z,376236,15058,0,562,PT8M20S
KqXAgU3NkKE,2021-06-03T19:14:57Z,5869223,56764,0,1614,PT25M38S
pRW1xqrBsqU,2021-06-03T17:24:38Z,1223404,19,0,6,PT3M50S
Fz7X7iDpS7U,2021-12-01T12:17:38Z,306389,5333,0,282,PT1H26M10S
sd5XzP3_Cho,2021-10-28T15:00:21Z,1846477,28559,0,567,PT26M9S
Zcrq4iP0pZw,2021-11-15T06:43:22Z,1764581,96764,0,636,PT44S
NY_VluvV54M,2021-08-23T08:05:26Z,808469,10671,0,1555,PT6M3S
GoUL63iRpmw,2021-12-09T18:33:50Z,179169,1886,0,178,PT8M2S
o3Kh1PWhleE,2021-04-01T15:00:32Z,266349,3790,0,76,PT9M4S
NhFZfIh5mZ4,2021-09-18T10:00:12Z,1262444,49800,0,1769,PT8M31S
CtCWikq7M_s,2021-05-18T15:00:06Z,471488,7859,0,254,PT8M6S
43mtdC4j1Is,2021-02-01T05:05:14Z,644764,9465,0,361,PT6M41S
aElYlmP_QTY,2021-10-08T04:00:00Z,115652,0,0,144,PT8M6S
uO_ftnck4vk,2021-02-24T15:00:34Z,237522,3021,0,99,PT8M2S
DJTnRshjeS0,2021-09-02T14:00:04Z,17300720,304262,0,8960,PT3M43S
ngHismHfjFs,2021-07-07T16:30:15Z,1088699,6145,0,318,PT8M2S
Z_YVTV81XVI,2021-06-21T11:00:11Z,219379,6225,0,320,PT8M46S
H3MJqg1eqqI,2021-11-05T15:40:17Z,1362775,16456,0,728,PT9M31S
or-tAU-kYQg,2021-09-07T13:00:33Z,1900385,20922,0,590,PT8M20S
HGj0GHkOYE0,2021-04-23T17:19:06Z,303058,0,0,310,PT21M15S
rPUuisRHPnA,2021-08-12T13:00:32Z,202557,2657,0,145,PT11M41S
Vdb15S-fq9k,2021-12-15T15:30:51Z,160647,1930,0,62,PT9M2S
8GsbTODarn4,2021-10-28T14:38:31Z,315673,3974,0,62,PT13M57S
A73VTkSGKjM,2021-01-03T21:48:25Z,221589,5346,0,1475,PT9M11S
hBSE4QzqdO4,2021-08-12T14:00:13Z,207562,2812,0,41,PT9M44S
EUs2M9xTG2M,2021-04-14T15:00:14Z,480309,4811,0,81,PT8M59S
ADoK9g4SxeU,2021-12-04T20:27:22Z,615703,70404,0,1232,PT55S
Uddye9o1N6Y,2021-08-01T11:00:10Z,125235,1083,0,55,PT11M6S
xYTQldZe9AM,2021-06-30T14:22:28Z,495798,131,0,5,PT2M6S
YPGomPg2qAA,2021-09-12T10:15:28Z,487642,3020,0,285,PT2M23S
zpU1dEisq-s,2021-07-02T14:32:04Z,791884,5513,0,122,PT10M22S
cbX41WmJdWs,2021-08-20T13:30:05Z,2902629,72765,0,1414,PT1H34M4S
LeAzXve67Qc,2021-09-30T14:00:08Z,200497,2558,0,59,PT9M49S
hl89N9PVtYo,2021-07-13T13:37:48Z,6975615,303866,0,1673,PT54S
x_UgoraMYRk,2021-12-12T09:41:28Z,1239748,84561,0,500,PT51S
Zcrq4iP0pZw,2021-11-15T06:43:22Z,1764581,96764,0,636,PT44S
NN4C6DDs5Kc,2021-08-01T14:38:32Z,232162,3439,0,45,PT10M4S
MAOgtD_-jh8,2021-08-17T04:00:11Z,161900,5266,0,260,PT9M2S
Vht36xUcUyY,2021-12-10T10:21:00Z,2795324,156624,0,795,PT51S
gDKr0ImyWVY,2021-10-08T16:06:27Z,1229031,13512,0,206,PT9M52S
Er0Oz0edpLE,2021-12-14T11:00:13Z,513504,39590,0,1062,PT32M16S
GzSX_qZ8Jus,2021-01-03T11:00:09Z,606988,15460,0,912,PT8M54S
TUD4rNXMCyQ,2021-08-30T04:00:07Z,925113,15208,0,539,PT8M8S
W5VHaqbGqJs,2021-09-09T13:00:33Z,423931,5855,0,117,PT11M48S
Roay3Yfr63A,2021-11-03T14:30:01Z,1168359,8832,0,146,PT9M1S
DE1ovxxyCD8,2021-11-24T17:58:40Z,5498676,323537,0,621,PT45S
3FFUVh6OmzQ,2021-07-08T04:00:01Z,687885,7870,0,410,PT10M13S
b6wRPAgWyIY,2021-12-15T20:23:37Z,4163242,340700,0,2740,PT59S
GgX1ktTvtC4,2021-05-25T14:00:10Z,2616852,12827,0,656,PT3M23S
M_IzvNDbSE0,2021-10-31T05:10:28Z,4775074,367664,0,2654,PT51S
87C5v95mk4o,2021-11-26T05:51:23Z,562903,33359,0,233,PT48S
A71qiTJm5ZE,2021-11-18T10:02:34Z,1986118,118520,0,738,PT50S
LA-XLvoEUxM,2021-12-01T17:47:31Z,2941490,87432,0,77,PT45S
OeKk9R95vr0,2021-03-01T08:50:39Z,135224537,872082,0,2475,PT18S
cnN56tUFPtQ,2021-12-18T14:56:53Z,346300,20003,0,34,PT37S
ENyK1AqBL7s,2021-12-27T22:25:35Z,380907,33544,0,2480,PT55S
Nn8cpcPUlBs,2021-11-30T12:45:22Z,248099,13018,0,93,PT34S
wRzfQVsNZOk,2021-11-29T08:07:12Z,7075343,44240,0,873,PT17M13S
